shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
00000000000000000009,35459,35419,1010418,23449
00000000000000000002,16130,16090,1002260,26040
0000000000000000000e,37836,37796,1008020,1491
0000000000000000000t,46399,46359,1010629,16305
00000000000000000001,18582,18542,1009839,30723
00000000000000000007,48330,48290,1005718,34744
0000000000000000000o,14493,14453,1000345,7796
0000000000000000000k,140,100,1005757,1886
0000000000000000000c,24240,24200,1000776,10513
0000000000000000000r,56266,56226,1011527,11419
0000000000000000000a,6324,6284,1011476,22255
00000000000000000006,20723,20683,1001741,2721
00000000000000000005,5176,5136,1009365,34622
00000000000000000003,42916,42876,1012922,18654
0000000000000000000l,14777,14737,1011604,14133
0000000000000000000j,31818,31778,1007843,20084
0000000000000000000w,12910,12870,1009092,10041
0000000000000000000m,14487,14447,1013731,29850
0000000000000000000n,48768,48728,1009692,23484
0000000000000000000g,21024,20984,1005716,23691
0000000000000000000b,16031,15991,1013515,33051
0000000000000000000q,56886,56846,1010155,24734
0000000000000000000u,56361,56321,1006090,2238
00000000000000000008,29314,29274,1013650,27805
0000000000000000000h,51147,51107,1002960,28609
0000000000000000000i,40601,40561,1012993,23171
0000000000000000000p,15508,15468,1006284,7214
0000000000000000000d,43185,43145,1005720,2500
0000000000000000000v,40818,40778,1004006,4982
0000000000000000000f,51192,51152,1011668,5608
00000000000000000004,7491,7451,1002482,17060
0000000000000000000s,3128,3088,1000385,28397
00000000000000000009,47315,47275,1011723,21741
00000000000000000002,40248,40208,1001775,1728
0000000000000000000e,30085,30045,1003111,18164
0000000000000000000t,2635,2595,1015428,24585
00000000000000000001,28012,27972,1013405,20749
00000000000000000007,3105,3065,1000246,21108
0000000000000000000o,41749,41709,1005673,7983
0000000000000000000k,34151,34111,1007855,31829
0000000000000000000c,54656,54616,1000612,2387
0000000000000000000r,16716,16676,1008159,13995
0000000000000000000a,35512,35472,1013843,19420
00000000000000000006,19929,19889,1000856,5170
00000000000000000005,13034,12994,1006905,25524
00000000000000000003,44495,44455,1013728,31881
0000000000000000000l,57829,57789,1006580,14971
0000000000000000000j,53510,53470,1001413,22874
0000000000000000000w,39393,39353,1001392,16888
0000000000000000000m,23181,23141,1001720,24841
0000000000000000000n,6177,6137,1011230,11342
0000000000000000000g,49679,49639,1014246,12962
0000000000000000000b,12318,12278,1001206,21709
0000000000000000000q,27262,27222,1001888,27737
0000000000000000000u,34121,34081,1006954,12153
00000000000000000008,47396,47356,1005047,6941
0000000000000000000h,7802,7762,1005080,34565
0000000000000000000i,51791,51751,1007156,3934
0000000000000000000p,23407,23367,1012851,3280
0000000000000000000d,54686,54646,1009608,8456
0000000000000000000v,23976,23936,1007471,2328
0000000000000000000f,45893,45853,1007687,32903
00000000000000000004,54576,54536,1009402,22124
0000000000000000000s,50533,50493,1006385,31068
00000000000000000009,18980,18940,1009123,18231
00000000000000000002,40512,40472,1007459,11770
0000000000000000000e,31145,31105,1004783,6354
0000000000000000000t,27225,27185,1004493,4493
00000000000000000001,14620,14580,1006270,20159
00000000000000000007,28295,28255,1007426,14754
0000000000000000000o,37546,37506,1010668,27336
0000000000000000000k,35532,35492,1009447,15114
0000000000000000000c,54292,54252,1005570,9743
0000000000000000000r,28631,28591,1005661,8232
0000000000000000000a,18855,18815,1010624,21284
00000000000000000006,53135,53095,1006710,529
00000000000000000005,48646,48606,1007660,28015
00000000000000000003,24370,24330,1015464,21242
0000000000000000000l,19416,19376,1007667,31352
0000000000000000000j,2063,2023,1001715,14101
0000000000000000000w,15445,15405,1014777,12340
0000000000000000000m,27939,27899,1015706,12206
0000000000000000000n,51397,51357,1000497,10740
0000000000000000000g,28062,28022,1010626,24745
0000000000000000000b,31218,31178,1009949,22707
0000000000000000000q,44891,44851,1007345,30866
0000000000000000000u,53658,53618,1000720,33615
00000000000000000008,37779,37739,1006254,34587
0000000000000000000h,32605,32565,1013182,32336
0000000000000000000i,26364,26324,1008928,25078
0000000000000000000p,46905,46865,1004957,23934
0000000000000000000d,41031,40991,1009020,28728
0000000000000000000v,19565,19525,1006345,21214
0000000000000000000f,24949,24909,1008475,33635
00000000000000000004,27838,27798,1002777,33561
0000000000000000000s,26955,26915,1005088,21519
00000000000000000009,13275,13235,1006132,7442
00000000000000000002,2814,2774,1004623,910
0000000000000000000e,51704,51664,1013941,20214
0000000000000000000t,2353,2313,1009895,26737
00000000000000000001,54510,54470,1014835,29172
00000000000000000007,57537,57497,1012316,17114
0000000000000000000o,13897,13857,1000022,34230
0000000000000000000k,53335,53295,1005083,10949
0000000000000000000c,27715,27675,1013321,16015
0000000000000000000r,10119,10079,1012704,5269
0000000000000000000a,39086,39046,1014234,11069
00000000000000000006,48890,48850,1011468,25470
00000000000000000005,21386,21346,1001875,5882
00000000000000000003,53384,53344,1008247,23402
0000000000000000000l,8901,8861,1004258,14538
0000000000000000000j,44339,44299,1003450,18091
0000000000000000000w,20077,20037,1015382,31748
0000000000000000000m,48850,48810,1002503,34096
0000000000000000000n,11706,11666,1005467,19582
0000000000000000000g,23128,23088,1001222,34497
0000000000000000000b,7188,7148,1004500,21702
0000000000000000000q,29805,29765,1010710,17801
0000000000000000000u,2954,2914,1006084,7713
00000000000000000008,5207,5167,1012860,20671
0000000000000000000h,50418,50378,1011786,2232
0000000000000000000i,48726,48686,1000653,10927
0000000000000000000p,51378,51338,1009487,9631
0000000000000000000d,23464,23424,1003911,30633
0000000000000000000v,15061,15021,1006626,12964
0000000000000000000f,35014,34974,1003203,920
00000000000000000004,55933,55893,1001298,22634
0000000000000000000s,25741,25701,1013866,7250
00000000000000000009,19496,19456,1002613,8417
00000000000000000002,8251,8211,1008225,18401
0000000000000000000e,54620,54580,1012087,3836
0000000000000000000t,8004,7964,1000774,28285
00000000000000000001,27271,27231,1004575,33048
00000000000000000007,8483,8443,1006876,32675
0000000000000000000o,43186,43146,1015423,7113
0000000000000000000k,41060,41020,1004753,21295
0000000000000000000c,26583,26543,1010828,9313
0000000000000000000r,23254,23214,1012295,21212
0000000000000000000a,17660,17620,1008693,33151
00000000000000000006,47249,47209,1003402,22302
00000000000000000005,24276,24236,1012903,21397
00000000000000000003,14565,14525,1008421,28548
0000000000000000000l,14985,14945,1009021,8409
0000000000000000000j,16622,16582,1006801,34918
0000000000000000000w,12764,12724,1006403,23874
0000000000000000000m,46023,45983,1015482,14993
0000000000000000000n,27593,27553,1002087,28198
0000000000000000000g,47420,47380,1004798,23712
0000000000000000000b,37311,37271,1013406,27910
0000000000000000000q,19352,19312,1002346,13415
0000000000000000000u,54081,54041,1006654,12492
00000000000000000008,47876,47836,1009979,22974
0000000000000000000h,24824,24784,1014605,8974
0000000000000000000i,6674,6634,1005689,3007
0000000000000000000p,5420,5380,1002040,27673
0000000000000000000d,1961,1921,1008415,11048
0000000000000000000v,32753,32713,1013778,20799
0000000000000000000f,16349,16309,1012025,33208
00000000000000000004,46701,46661,1009722,9512
0000000000000000000s,24130,24090,1003835,1835
00000000000000000009,29646,29606,1008338,5416
00000000000000000002,57267,57227,1005588,10633
0000000000000000000e,48560,48520,1015078,22869
0000000000000000000t,41529,41489,1013385,34133
00000000000000000001,40078,40038,1010353,5045
00000000000000000007,15131,15091,1005110,20854
0000000000000000000o,51954,51914,1007664,19104
0000000000000000000k,330,290,1005440,23030
0000000000000000000c,34935,34895,1011340,7162
0000000000000000000r,44378,44338,1014355,33153
0000000000000000000a,29515,29475,1002439,22786
00000000000000000006,32777,32737,1013048,14047
00000000000000000005,22157,22117,1003850,23830
00000000000000000003,52195,52155,1006075,4718
0000000000000000000l,21172,21132,1007066,26310
0000000000000000000j,13831,13791,1009680,31535
0000000000000000000w,37363,37323,1006139,31242
0000000000000000000m,31936,31896,1002531,1600
0000000000000000000n,18641,18601,1012243,541
0000000000000000000g,1347,1307,1002836,30919
0000000000000000000b,16325,16285,1010550,10892
0000000000000000000q,40893,40853,1014855,8433
0000000000000000000u,43360,43320,1014880,5914
00000000000000000008,16413,16373,1000611,31146
0000000000000000000h,39648,39608,1011330,21759
0000000000000000000i,33367,33327,1004871,15295
0000000000000000000p,3917,3877,1010117,1279
0000000000000000000d,38247,38207,1015653,9509
0000000000000000000v,45858,45818,1013178,1109
0000000000000000000f,4896,4856,1011029,17688
00000000000000000004,37183,37143,1008980,18408
0000000000000000000s,30037,29997,1013149,13772
00000000000000000009,37169,37129,1014895,32725
00000000000000000002,57567,57527,1004241,19213
0000000000000000000e,21157,21117,1003912,30751
0000000000000000000t,10201,10161,1007348,4335
00000000000000000001,50994,50954,1013332,2639
00000000000000000007,30539,30499,1012661,18215
0000000000000000000o,44541,44501,1015532,7898
0000000000000000000k,42907,42867,1007940,11259
0000000000000000000c,17722,17682,1006873,24597
0000000000000000000r,15144,15104,1008781,29630
0000000000000000000a,55100,55060,1011720,21894
00000000000000000006,24161,24121,1004401,422
00000000000000000005,37148,37108,1010026,2121
00000000000000000003,27759,27719,1014870,13267
0000000000000000000l,7837,7797,1002341,10518
0000000000000000000j,9850,9810,1003584,24189
0000000000000000000w,36483,36443,1001150,27992
0000000000000000000m,18982,18942,1000202,33627
0000000000000000000n,14320,14280,1009564,7864
0000000000000000000g,55698,55658,1014178,3031
0000000000000000000b,57370,57330,1004110,33481
0000000000000000000q,27249,27209,1006203,2159
0000000000000000000u,20114,20074,1000840,22463
00000000000000000008,57804,57764,1003033,2883
0000000000000000000h,37822,37782,1010208,33274
0000000000000000000i,43011,42971,1004353,78
0000000000000000000p,12257,12217,1007480,18876
0000000000000000000d,56467,56427,1009865,20902
0000000000000000000v,54966,54926,1009460,1031
0000000000000000000f,23487,23447,1007338,22236
00000000000000000004,8955,8915,1014625,2934
0000000000000000000s,57407,57367,1014245,10007
00000000000000000009,40243,40203,1003551,21622
00000000000000000002,28875,28835,1001770,32368
0000000000000000000e,42322,42282,1010455,32822
0000000000000000000t,31978,31938,1009691,29945
00000000000000000001,28805,28765,1014124,21688
00000000000000000007,42965,42925,1013290,17595
0000000000000000000o,52953,52913,1014504,2668
0000000000000000000k,4602,4562,1009622,3806
0000000000000000000c,4011,3971,1008853,21025
0000000000000000000r,50709,50669,1000244,21172
0000000000000000000a,51986,51946,1011271,23471
00000000000000000006,37710,37670,1001449,14409
00000000000000000005,15907,15867,1004827,23362
00000000000000000003,39740,39700,1012133,31125
0000000000000000000l,7152,7112,1012297,32025
0000000000000000000j,21093,21053,1011307,12391
0000000000000000000w,10945,10905,1004722,30628
0000000000000000000m,38972,38932,1008660,11754
0000000000000000000n,21302,21262,1015040,26600
0000000000000000000g,45291,45251,1004381,1513
0000000000000000000b,50455,50415,1002626,4674
0000000000000000000q,104,64,1011836,31075
0000000000000000000u,15528,15488,1012761,19925
00000000000000000008,48025,47985,1006787,21706
0000000000000000000h,12062,12022,1003383,23318
0000000000000000000i,9277,9237,1006024,24718
0000000000000000000p,35328,35288,1013659,14271
0000000000000000000d,39481,39441,1005138,8763
0000000000000000000v,44477,44437,1005455,20583
0000000000000000000f,53473,53433,1007795,14365
00000000000000000004,30439,30399,1014132,6024
0000000000000000000s,56379,56339,1006627,6537
00000000000000000009,33670,33630,1003445,21384
00000000000000000002,38257,38217,1012742,15266
0000000000000000000e,48278,48238,1005231,11204
0000000000000000000t,25525,25485,1008606,11287
00000000000000000001,21470,21430,1000723,31373
00000000000000000007,6661,6621,1007328,27421
0000000000000000000o,2274,2234,1004416,24676
0000000000000000000k,40653,40613,1012920,22594
0000000000000000000c,28092,28052,1012958,32394
0000000000000000000r,6775,6735,1002817,3578
0000000000000000000a,29862,29822,1011278,8983
00000000000000000006,16748,16708,1006417,15436
00000000000000000005,43256,43216,1010296,6141
00000000000000000003,58000,57960,1012130,30736
0000000000000000000l,25940,25900,1001448,23393
0000000000000000000j,27548,27508,1010317,30994
0000000000000000000w,56778,56738,1000239,323
0000000000000000000m,30225,30185,1006043,15605
0000000000000000000n,4591,4551,1003669,22486
0000000000000000000g,1349,1309,1006309,30600
0000000000000000000b,16809,16769,1010631,4978
0000000000000000000q,58018,57978,1014863,4640
0000000000000000000u,30296,30256,1010706,22847
00000000000000000008,21773,21733,1008814,28809
0000000000000000000h,33271,33231,1009050,19663
0000000000000000000i,41702,41662,1001506,9387
0000000000000000000p,20214,20174,1006271,23777
0000000000000000000d,34734,34694,1006926,34456
0000000000000000000v,48147,48107,1007256,20650
0000000000000000000f,41586,41546,1012607,10321
00000000000000000004,53872,53832,1014055,20912
0000000000000000000s,26994,26954,1000967,30009
00000000000000000009,22713,22673,1012703,33710
00000000000000000002,36357,36317,1005077,33217
0000000000000000000e,5024,4984,1013839,11294
0000000000000000000t,6132,6092,1005555,33067
00000000000000000001,6850,6810,1013263,1974
00000000000000000007,48012,47972,1009309,1868
0000000000000000000o,8916,8876,1002273,13382
0000000000000000000k,47969,47929,1006664,3279
0000000000000000000c,29792,29752,1012399,25596
0000000000000000000r,43899,43859,1000227,20405
0000000000000000000a,13600,13560,1004898,15240
00000000000000000006,4057,4017,1000226,11995
00000000000000000005,44572,44532,1014140,2703
00000000000000000003,2347,2307,1011557,2822
0000000000000000000l,3135,3095,1002603,24749
0000000000000000000j,49009,48969,1007506,29683
0000000000000000000w,50184,50144,1009636,3063
0000000000000000000m,34525,34485,1010980,28474
0000000000000000000n,45161,45121,1002956,1311
0000000000000000000g,18995,18955,1015090,17253
0000000000000000000b,47360,47320,1006949,146
0000000000000000000q,51138,51098,1009013,21175
0000000000000000000u,13540,13500,1013926,24197
00000000000000000008,48356,48316,1015168,30598
0000000000000000000h,16939,16899,1013543,4494
0000000000000000000i,43388,43348,1011249,2805
0000000000000000000p,56157,56117,1008112,17845
0000000000000000000d,37439,37399,1001681,18361
0000000000000000000v,50328,50288,1006549,10993
0000000000000000000f,32796,32756,1012522,614
00000000000000000004,26755,26715,1008642,10680
0000000000000000000s,10338,10298,1005051,31112
00000000000000000009,3147,3107,1004742,28879
00000000000000000002,51913,51873,1013049,19020
0000000000000000000e,52931,52891,1009840,2702
0000000000000000000t,15642,15602,1012545,13789
00000000000000000001,24441,24401,1004779,14771
00000000000000000007,4905,4865,1010399,22894
0000000000000000000o,5353,5313,1009392,23995
0000000000000000000k,41239,41199,1000155,6616
0000000000000000000c,5895,5855,1008733,1024
